left_lm0_x,left_lm0_y,left_lm0_z,left_lm1_x,left_lm1_y,left_lm1_z,left_lm2_x,left_lm2_y,left_lm2_z,left_lm3_x,left_lm3_y,left_lm3_z,left_lm4_x,left_lm4_y,left_lm4_z,left_lm5_x,left_lm5_y,left_lm5_z,left_lm6_x,left_lm6_y,left_lm6_z,left_lm7_x,left_lm7_y,left_lm7_z,left_lm8_x,left_lm8_y,left_lm8_z,left_lm9_x,left_lm9_y,left_lm9_z,left_lm10_x,left_lm10_y,left_lm10_z,left_lm11_x,left_lm11_y,left_lm11_z,left_lm12_x,left_lm12_y,left_lm12_z,left_lm13_x,left_lm13_y,left_lm13_z,left_lm14_x,left_lm14_y,left_lm14_z,left_lm15_x,left_lm15_y,left_lm15_z,left_lm16_x,left_lm16_y,left_lm16_z,left_lm17_x,left_lm17_y,left_lm17_z,left_lm18_x,left_lm18_y,left_lm18_z,left_lm19_x,left_lm19_y,left_lm19_z,left_lm20_x,left_lm20_y,left_lm20_z,right_lm0_x,right_lm0_y,right_lm0_z,right_lm1_x,right_lm1_y,right_lm1_z,right_lm2_x,right_lm2_y,right_lm2_z,right_lm3_x,right_lm3_y,right_lm3_z,right_lm4_x,right_lm4_y,right_lm4_z,right_lm5_x,right_lm5_y,right_lm5_z,right_lm6_x,right_lm6_y,right_lm6_z,right_lm7_x,right_lm7_y,right_lm7_z,right_lm8_x,right_lm8_y,right_lm8_z,right_lm9_x,right_lm9_y,right_lm9_z,right_lm10_x,right_lm10_y,right_lm10_z,right_lm11_x,right_lm11_y,right_lm11_z,right_lm12_x,right_lm12_y,right_lm12_z,right_lm13_x,right_lm13_y,right_lm13_z,right_lm14_x,right_lm14_y,right_lm14_z,right_lm15_x,right_lm15_y,right_lm15_z,right_lm16_x,right_lm16_y,right_lm16_z,right_lm17_x,right_lm17_y,right_lm17_z,right_lm18_x,right_lm18_y,right_lm18_z,right_lm19_x,right_lm19_y,right_lm19_z,right_lm20_x,right_lm20_y,right_lm20_z,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249671415301123,-0.0013826430117118,-0.013523114618993,0.0552302985640802,-0.0023415337472333,-0.0423413695694918,0.0757921281550739,0.007674347291529,-0.0646947438593495,0.0854256004358596,-0.0046341769281246,-0.0846572975357025,0.020840842595718,-0.0113444356004049,-0.0372491783251303,0.0312195644677056,0.0054484224890017,-0.0368575266740472,0.0461834188849609,0.0092420635251661,-0.0453435123107844,0.0714271165153654,0.0318287494315712,-0.0942474818621345,0.0084903069416914,0.0154563477150891,-0.031509935774223,0.0316252485573433,0.0226878567367928,-0.0429169374979327,0.0357853364385359,0.0615641472990607,-0.0601349722473793,0.0451594274582142,0.0656139363929937,-0.0922084364997102,0.009335791039581,-0.0009559195194532,-0.0332818604889843,0.0164629225377581,0.0446662292386431,-0.0382863171881002,0.020584982444718,0.0529113082021407,-0.0747852199036742,0.0217901782741867,0.0699567391677802,-0.0694287777378108,0.0028521924496588,0.0023610705072027,-0.016759160306052,-0.0050188036962147,0.0332137241186006,-0.0338832371115913,0.0085580238868821,0.0692872173736522,-0.0683921752322263,-0.0054280855426152,0.083278522557356,-0.0702445487287764,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152082576215471,-0.0018565897666381,-0.0310633497400602,0.0280379337591932,0.0081252582239419,-0.0264375997142917,0.0592798987841966,0.0100353289789202,-0.0563836397495236,0.0735488024539487,0.0036139560550841,-0.0646196343353403,0.0180629594889581,0.023434803404313,-0.0461974510408974,0.0450614648038676,0.0164472043747277,-0.0429900735046586,0.0561812674055281,0.0034894113925101,-0.0621967188783751,0.0772560052353482,0.0459324078321072,-0.0851827021827364,0.0058491981580114,0.009329551382145,-0.0108459788229792,0.0311557794704834,0.0233966415983105,-0.0348673256688664,0.0427731780543103,0.0527278153593002,-0.0670205309387735,0.0524599152817955,0.0534674057406402,-0.0946351494813211,0.0102083578601792,0.0212513344411434,-0.0199488654335753,0.0121484388453154,0.0231278560181849,-0.0442064532276535,0.0183143201033327,0.0478995724658173,-0.06161285711666,0.0330291289262792,0.0934249858894834,-0.0782542218716816,0.0019915134612018,0.0192470129031684,-0.0391877121529904,-0.0014331196465437,0.0405852462210704,-0.0153675788751471,-0.0036755809858885,0.0629898896058264,-0.0603471176970524,-0.0140227421602984,0.0913941163884706,-0.0724806696731322,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279103194704304,-0.0090938745479473,-0.005972056890639,0.0259814893720771,0.0058685709380027,-0.0180954437419002,0.0500946367486931,-0.0056629772960277,-0.0590034863491235,0.074965243458838,-0.0155066343106613,-0.0793143702519397,0.0077981827427966,0.0125242911525248,-0.029194242342338,0.0523417838102908,0.0077442007689836,-0.0432206151620567,0.0633988318138698,0.0110564573741794,-0.0577254006539587,0.0867563070630551,0.0150786350390797,-0.0781536614146769,0.0165329621294275,0.0221653505357635,-0.0323695071087808,0.0146637022430438,0.0339136592921498,-0.0370301532676681,0.0443073310642886,0.0465058475489411,-0.0668002472157849,0.0580590737193832,0.0603192120049486,-0.0871435141802636,0.025904900200981,0.0233791109284624,-0.0319130349720264,0.0210598462654052,0.0275347467364158,-0.0321291539625754,0.0333274210586744,0.0477155219745164,-0.0503662387075567,0.0331164296274988,0.082783728477323,-0.0610320701734605,-0.0030378716060544,0.0124541104172552,-0.0288951442962552,-0.0093260837417059,0.0392119270275191,-0.0365884802518335,0.0010149366552228,0.0682462486728505,-0.0598699810812209,0.01219937898747,0.0773193199109408,-0.0527983083341038,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02625667347765,-0.0085715755641628,-0.0307089249806111,0.0448247241524318,-0.0022346278532585,-0.032859995059079,0.0647323762457354,-0.0007282891265687,-0.068467937180684,0.0648515277531413,-0.0044651495206702,-0.0714360120567652,0.0205621573213597,-0.0046690209409468,-0.0182681907414881,0.0406956135574037,0.0067381593303346,-0.0384627489405447,0.0558457468246331,0.0119353975602128,-0.0564221263965171,0.0792927247839131,0.0419839798164448,-0.0694619794796509,0.0001574405073723,0.0049688714188392,-0.0148496473279134,0.0330061278830087,0.0338447204990413,-0.0014726850934527,0.0475113076677615,0.0543970218557773,-0.0504599823650679,0.0622504492608312,0.0542357948255583,-0.0724103077950673,-0.0004810970558422,0.0162725956519444,-0.024853635478291,0.0153130515729301,0.0604281491054241,-0.0586726519259174,0.0286040671723455,0.039795186446137,-0.0647193186578943,0.0398781263278075,0.0752059270683327,-0.090777447779293,-0.0077370275386254,0.0267874495501768,-0.0273036663171713,0.0009966050037681,0.0404386625206983,-0.0465160034760581,0.0196874695551759,0.0663136064056704,-0.080251425866576,-0.0004714186364088,0.0733480235956365,-0.0714756666520377,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120747926156729,-0.0011473644146689,-0.0149501272101954,0.0486575519417012,-0.0120029640705577,-0.0433450123584094,0.0552505468883904,-0.0065332923257371,-0.042345457597189,0.0840498171096095,-0.0126088395433504,-0.0708213805294522,0.039642781850184,0.0181130194516844,-0.0351936996595401,0.0320000990314528,0.0282458451842122,-0.0470766946561878,0.0597018539216353,0.0311114410728124,-0.0692693047157808,0.0730896259596128,-0.0012592060159986,-0.0902438764133429,0.0114084526730117,0.0018692899983419,-0.0036758869606836,0.0135668545942802,0.024293798769011,-0.038692594227139,0.056215135451491,0.0286827439421769,-0.0483683624784504,0.0558388673579691,0.0475734007614823,-0.0753789652573673,0.0092377520452681,0.0126386129477565,-0.0193019791500998,0.0106411742104493,0.0384167368912015,-0.0333786932547895,0.0376016334300539,0.043544190169765,-0.0386696662534373,0.0094677423629088,0.0730452759270222,-0.0741168279351542,0.0022259282313245,0.0137644768626241,-0.0220812225035727,-0.0060979902386398,0.034089296552218,-0.0315039790297897,0.0018181835215731,0.0530453202298837,-0.0510040012456674,0.0007370334246629,0.08809450943171,-0.0737037115807638,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117100498907792,-0.0056018104019696,-0.0125270639487673,0.0461037026543346,-0.0002090159396414,-0.0388267261669121,0.0727766489578842,-0.0059157138883583,-0.0545290261882996,0.077978073475661,-0.0021768120322722,-0.0690122314801281,0.026675383369938,0.0159234632061793,-0.0069452119284567,0.037052478176443,0.0223962634052956,-0.0431026675659345,0.0585053231650575,0.0220636699948421,-0.0590300403500728,0.0796364497745999,0.0229712605523573,-0.0590761272431454,0.0038739603719462,0.0022052356901131,-0.0084188912649993,0.0357848953135159,0.0349354418065024,-0.0337165449073572,0.0416799348323607,0.034068821739113,-0.0592419544180627,0.0489649196326521,0.0671396846061393,-0.0814705738150213,-0.0010078168783916,0.0154269233028145,-0.0158706854572437,0.0088570646510271,0.0290593594830247,-0.0375631278850808,0.0241911309796876,0.0508529134043222,-0.0647103830561832,0.0313091197317102,0.0600822834624048,-0.0940746377437655,-0.0077684326585501,0.0178570005437116,-0.0168909243440199,0.0135855812774439,0.0485595403536803,-0.0415993852996342,-0.0019421334171042,0.0499491225361122,-0.0601851313599239,-0.0052225481733044,0.0831930738467013,-0.0882723094355232,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251934651424117,0.0153273891300257,-0.0210876014845685,0.0440171172209894,0.0069014399171111,-0.0440122047188583,0.0622409248181041,0.0001259240078179,-0.0590232390145116,0.0722699021614453,0.0002451017425894,-0.0750200170875455,0.0329326559580081,0.017381075107025,0.0015318245751155,0.0291689641312349,0.0242999400595528,-0.0381665799426164,0.0771616889723498,0.0152821176849675,-0.0683972184218077,0.0676909530657906,0.0099145101415939,-0.0852575502168076,0.0063428075714063,0.0158510596827525,-0.0165824402422284,0.0466299767660454,0.0381984820178414,-0.045769036556624,0.0328182558473463,0.0479605571690364,-0.0732023320702064,0.0740511244063167,0.0691828884791747,-0.084691756521047,-0.0098841902013753,0.0321795054609986,-0.0211453984525261,0.0268724732988015,0.0213372868507453,-0.0459937502295377,0.0217939022657822,0.056392151095681,-0.0645006547147924,0.0352171196816088,0.0638869225835521,-0.0814237948502129,0.0006189658710932,0.0251358604014175,-0.0128838512191111,-0.0124144018104302,0.0246418024143039,-0.0272232317810149,0.0015711687817185,0.0524895508169247,-0.0444884802447747,-0.0011792154411745,0.0917588600839586,-0.0793248151858989,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406074792488198,0.017553408424432,-0.0224896414847907,0.0497157095095435,0.0064537594958514,-0.0263136844246765,0.0503507653941989,0.0068605145999843,-0.0494157551315041,0.0624126051357688,-0.0118325851266577,-0.100392321777601,0.0157271515356121,0.0149637894041326,-0.0049764294790397,0.0375833875643131,0.0318628891480589,-0.0538010145821489,0.0382298352466215,0.0228096235495528,-0.0561593455106069,0.0733579320392898,0.0104790463842932,-0.0808912003951278,0.0008894391818947,0.0210438473062908,-0.0163340175390315,0.018469470510613,0.0235555744626139,-0.0505921352188895,0.0411756115880982,0.0525927886589837,-0.0698572604633554,0.0607770019029516,0.0520859110882374,-0.0879287283226234,0.0061768514899878,0.0082883584951507,-0.0255364930534718,0.0025155312531784,0.0569288147678529,-0.0396473644802827,0.0147442101886745,0.0580621442653758,-0.0611232804969082,0.0267789243628016,0.0807047938778123,-0.0724249228995269,-0.005889001922131,0.0142332896543833,-0.0227505169715164,-0.0241871925394074,0.0248310334996746,-0.0263312573255547,0.0146977057969355,0.0574840557869265,-0.0542344303694423,0.0007765397613322,0.1107546963278727,-0.0688042508856542,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187208240851923,-0.0095554044060042,-0.0360644632025757,0.0420346363586722,-0.007563507452843,-0.0542225370959767,0.0535342711575747,-0.0108154800361439,-0.0431285836492743,0.0888163975694945,-7.972641316617372e-05,-0.0652005586110997,0.0191949029565338,-0.0008244751671096,-0.0047687592273034,0.0422315401969619,0.0052042721490814,-0.041903386780836,0.0465074771063255,0.0095371032288756,-0.0507382245246835,0.0927790459249321,0.0171677916465006,-0.0743703076330943,0.007427708495725,0.0094758679803434,-0.0259239392423886,0.0192283606770884,0.0291794599154291,-0.0483095011641103,0.0445069708186283,0.0425389843594799,-0.0623894804686641,0.0466609001273572,0.0516207739662784,-0.0724460877417424,0.0122563269657772,0.008865229271359,-0.0190066769457077,0.0220081814127848,0.0205875106274753,-0.0345663980762006,0.0151152276791419,0.0616283318439651,-0.0676325915654251,0.0109397993514886,0.0582877024985464,-0.0795191505333861,0.002013234571189,0.010948305809786,-0.0136140754122262,-0.0177831815147411,0.039322146135187,-0.0521101619976245,-0.0082703324160989,0.0604484028956544,-0.0686041336528395,-0.0061815172264013,0.0900288163354648,-0.0857689186952314,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283569211206514,-0.0112970685465761,-0.0147019582208471,0.054415686206579,-0.0247164450012728,-0.0479689525547047,0.0657707212718054,-0.0020304538604299,-0.0562885412662869,0.0739601481328418,0.0008658978747289,-0.0815567723539208,0.0300990404966557,0.0103325752791851,-0.0166239733792479,0.0327236700988907,0.010700671451621,-0.0443255818781962,0.059208181063956,0.0191552557303164,-0.0571022514310358,0.0944388875066851,0.0398647144190089,-0.0832602353216784,0.0259462734085827,0.0102663680877749,-0.0403812453517785,0.0177874052647125,0.0099863244257223,-0.043515134840413,0.0419865863527254,0.0598057385767241,-0.0567307262623583,0.0535455314596845,0.0656825430837967,-0.1021113530900788,0.0096033006706191,0.0263494336582141,-0.0347858624577984,0.0259318506111362,0.0406665275136331,-0.044152879139008,0.0280692839296632,0.0786292737360775,-0.058181337449415,0.0314708262211372,0.0699695178819756,-0.0884984436946479,0.0077193677194166,0.0114306338017414,-0.019284337627806,-0.0059445553597027,0.0447727423791241,-0.0366633789471305,0.0086234281045016,0.0548742521939428,-0.0626987493529337,-0.0121235989419261,0.0755229556425592,-0.0762269950695514,0
